Question,Answer,Output,1-gram,2-gram,3-gram,4-gram,avg-BLEU
"Q: This is a shopdisneyparks_goo app. On its HomeActivity page, it has an input component. The text on this component is 'Products You Might Enjoy, Arts & Collectibles , '. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'scan fragment'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'magic box blue bar'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'featured category image'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'featured category image'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'featured category image'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'products not found msg'. The text on this component is 'No results found'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'product image header'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'filters availability container'. 
The purpose of this input component may be 'header id'. What is the hint text of this input component?",Search Products,Enter Id,0,0,0,0,0
"Q: This is a shopdisneyparks_goo app. On its HomeActivity page, it has an input component. The text on this component is 'Characters, Disney Princesses, Aurora, '. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'scan fragment'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'magic box blue bar'. 
The purpose of this input component may be 'header id'. What is the hint text of this input component?",Search Products,Enter ID,0,0,0,0,0
"Q: This is a shopdisneyparks_goo app. On its HomeActivity page, it has an input component. The text on this component is 'Characters, '. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'scan fragment'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'magic box blue bar'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'featured category image'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'featured category image'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'featured category image'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'products not found msg'. The text on this component is 'No results found'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'filters availability container'. 
The purpose of this input component may be 'header id'. What is the hint text of this input component?",Search Products,Enter id,0,0,0,0,0
"Q: This is a shopdisneyparks_goo app. On its HomeActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'scan fragment'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'magic box blue bar'. 
The purpose of this input component may be 'header id'. What is the hint text of this input component?",Search Products,Enter id,0,0,0,0,0
"Q: This is a android app. On its SignupActivity page, it has an input component. The text on this component is 'appcrawler2@gmail.com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The text on this component is 'Datos personales'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'et name'. The text on this component is 'Raphael Tan'. The hint text of this component is 'Nombre'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'et surname'. The hint text of this component is 'Primer apellido'. 
There is a component on the same vertical line as this input component. The text on this component is 'Datos de la cuenta'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'bt signup'. The text on this component is 'Continuar'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'tv password security'. The text on this component is 'Seguridad: '. 
The purpose of this input component may be 'et email'. What is the hint text of this input component?",Email,Email,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a android app. On its SignupActivity page, it has an input component. The text on this component is 'appcrawler2@gmail.com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The text on this component is 'Datos personales'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'et name'. The text on this component is 'RaphaelTan'. The hint text of this component is 'Nombre'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'et surname'. The hint text of this component is 'Primer apellido'. 
There is a component on the same vertical line as this input component. The text on this component is 'Datos de la cuenta'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'bt signup'. The text on this component is 'Continuar'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'tv password security'. The text on this component is 'Seguridad: Alta'. 
The purpose of this input component may be 'et email'. What is the hint text of this input component?",Email,Email,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a katana app. On its FbMainTabActivity page, it has an input component. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'fb logo up button'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'primary action button'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'secondary action button'. 
The purpose of this input component may be 'search edit text'. What is the hint text of this input component?",Search Marketplace,Search for an account,0.25,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.2882297539194154e-231
"Q: This is a katana app. On its FacebookLoginActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'login username'. The text on this component is 'appcrawler2@gmail.com'. The hint text of this component is 'Email or Phone'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'login login'. The text on this component is 'LOG IN'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'login create account button'. The text on this component is 'Create New Facebook Account'. 
The purpose of this input component may be 'login password'. What is the hint text of this input component?",Password,Password,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a katana app. On its FacebookLoginActivity page, it has an input component. The text on this component is 'appcrawler2@gmail.com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'login login'. The text on this component is 'LOG IN'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'login create account button'. The text on this component is 'Create New Facebook Account'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'login password'. The hint text of this component is 'Password'. 
The purpose of this input component may be 'login username'. What is the hint text of this input component?",Email or Phone,Email or Mobile Number,0.5,0.3333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,9.53091075863908e-155
"Q: This is a katana app. On its FriendFinderHostingActivity page, it has an input component. The purpose of this input component may be 'friend finder search text'. What is the hint text of this input component?",Search for friends,Search for friends,1.0,1.0,1.0,2.2250738585072626e-308,1.2213386697554703e-77
"Q: This is a im app. On its PrivatePhoneForwardNumActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'action mode bar stub'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'forward country country'. The text on this component is 'Select Country Code'. 
The purpose of this input component may be 'forward country bind phone number'. What is the hint text of this input component?",Tap to enter your phone number,Enter your phone number,0.45489799478447507,0.4043537731417556,0.3032653298563167,1.3495755153097447e-308,5.238101011110965e-78
"Q: This is a im app. On its PrivatePhoneForwardNumActivity page, it has an input component. The text on this component is '(415) 579-1638'. The purpose of this input component may be 'forward country bind phone number us'. What is the hint text of this input component?",Tap to enter your phone number,Enter your phone number,0.45489799478447507,0.4043537731417556,0.3032653298563167,1.3495755153097447e-308,5.238101011110965e-78
"Q: This is a lolmessengerv2 app. On its LoginActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'edit ID'. The hint text of this component is 'Username'. 
The purpose of this input component may be 'edit password'. What is the hint text of this input component?",Password,Password,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'www.edgeinsuranceeducation.com/?gclid=CO-dgaG169ECFRi4wAodbXICSg'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0,1.0
"Q: This is a tophatter app. On its OnboardingActivity page, it has an input component. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'btn apply'. The text on this component is 'Apply'. 
The purpose of this input component may be 'promoCode'. What is the hint text of this input component?",Enter promo code,Enter your promotional code,0.5,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.5319719891192393e-231
"Q: This is a passenger app. On its SimplifiedRegisterActivity page, it has an input component. The text on this component is 'appcrawler4@gmail.com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'register name'. The hint text of this component is 'Name'. 
The purpose of this input component may be 'register email'. What is the hint text of this input component?",Email address,Email,0.36787944117144233,8.18558927632837e-309,8.18558927632837e-309,8.18558927632837e-309,6.702145341854094e-232
"Q: This is a chiefs app. On its NotificationActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The text on this component is 'Select an issue type'. 
There is a component on the same vertical line as this input component. The text on this component is 'Add comments'. 
The purpose of this input component may be 'notification activity input comments'. What is the hint text of this input component?",Enter Comments,Enter a comment,0.3333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.384292958842266e-231
"Q: This is a fiid7001 app. On its LoginActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'Edt UserId'. The hint text of this component is 'User ID'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'Btn Login'. The text on this component is 'Log in'. 
The purpose of this input component may be 'Edt Password'. What is the hint text of this input component?",Password,Password,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'www.wcyb.com/sports'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0,1.0
"Q: This is a wcyb app. On its WarmWelcomeActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'top divider'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'mid divider'. 
There is a component on the same vertical line as this input component. 
The purpose of this input component may be 'search view'. What is the hint text of this input component?",Enter City or Zip Code,Enter City or Zip Code,1.0,1.0,1.0,1.0,1.0
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'www.wcyb.com/sports/local/short-track-us-nationals-coming-to-bms/409207546'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0,1.0
"Q: This is a one app. On its CarbonAuthenticatorActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The text on this component is 'Sign in with:'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'tvOr'. The text on this component is 'Or use your email:'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'bRegisterWithNpr'. The text on this component is 'Sign in'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'bSkipRegistration'. The text on this component is 'Skip for now'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'etPassword'. The hint text of this component is 'password'. 
The purpose of this input component may be 'etEmail'. What is the hint text of this input component?",email address,email,0.36787944117144233,8.18558927632837e-309,8.18558927632837e-309,8.18558927632837e-309,6.702145341854094e-232
"Q: This is a one app. On its CarbonAuthenticatorActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The text on this component is 'Sign in with:'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'tvOr'. The text on this component is 'Or use your email:'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'bRegisterWithNpr'. The text on this component is 'Sign in'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'bSkipRegistration'. The text on this component is 'Skip for now'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'etEmail'. The hint text of this component is 'email address'. 
The purpose of this input component may be 'etPassword'. What is the hint text of this input component?",password,password,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a android2 app. On its HostActivity page, it has an input component. The text on this component is 'nzsrhxcn0'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'btnSocialSettingsFBLogin'. The text on this component is 'Sign Up with Facebook'. 
There is a component on the same vertical line as this input component. The text on this component is 'or'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'email'. The text on this component is 'appcrawler3@gmail.com'. The hint text of this component is 'Email'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'birthdate'. The text on this component is '12/18/88'. The hint text of this component is 'Date of birth'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'joinAgreement'. The text on this component is 'By joining MapMyFitness you are agreeing to our
Privacy Policy & Terms of Use'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'signup'. The text on this component is 'Sign Up'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'done'. The text on this component is 'Done'. 
The purpose of this input component may be 'password'. What is the hint text of this input component?",Password,Password,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a android2 app. On its HostActivity page, it has an input component. The text on this component is 'appcrawler3@gmail.com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'btnSocialSettingsFBLogin'. The text on this component is 'Sign Up with Facebook'. 
There is a component on the same vertical line as this input component. The text on this component is 'or'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'birthdate'. The text on this component is '12/18/88'. The hint text of this component is 'Date of birth'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'password'. The text on this component is 'nzsrhxcn0'. The hint text of this component is 'Password'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'joinAgreement'. The text on this component is 'By joining MapMyFitness you are agreeing to our
Privacy Policy & Terms of Use'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'signup'. The text on this component is 'Sign Up'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'done'. The text on this component is 'Done'. 
The purpose of this input component may be 'email'. What is the hint text of this input component?",Email,Email,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a psimobile app. On its LoginActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'edt username'. The hint text of this component is 'Username'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'btn login'. The text on this component is 'Login'. 
The purpose of this input component may be 'edt password'. What is the hint text of this input component?",Password,Password,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a likes4likes app. On its DetailActivity page, it has an input component. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'imgv history'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'btn start'. The text on this component is 'Get Started'. 
The purpose of this input component may be 'edt input'. What is the hint text of this input component?",Enter your username,Enter a username or email address,0.3333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.384292958842266e-231
"Q: This is a currentmobiletrackerlocation app. On its IndiaSelected page, it has an input component. The text on this component is '2674395082'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'contactpicker'. 
The purpose of this input component may be 'editTxt'. What is the hint text of this input component?",Enter number,Enter Txt,0.5,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.5319719891192393e-231
"Q: This is a sudyapp app. On its EditInfoPhotoActivity page, it has an input component. The text on this component is 'I'm interestin and fun. '. The purpose of this input component may be 'ac edit info photo description'. What is the hint text of this input component?","Introduce yourself, but don",Enter Description,0,0,0,0,0
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://m.ticketmaster.com/ticket/forgotpassword.do'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'newtab'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'bookmarks'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0,1.0
"Q: This is a customerapp app. On its ActivityPickLocalityNew_ page, it has an input component. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'ic searchicon'. The text on this component is '%'. 
The purpose of this input component may be 'search edittext'. What is the hint text of this input component?","Search for nearby landmark, locality",Enter a location,0,0,0,0,0
"Q: This is a customerapp app. On its ActivityPickLocalityNew_ page, it has an input component. The text on this component is 'Mumbai, Maharashtra, India'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'ic searchicon'. The text on this component is '%'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'ic delete'. The text on this component is 'p'. 
The purpose of this input component may be 'search edittext'. What is the hint text of this input component?","Search for nearby landmark, locality",Enter a location,0,0,0,0,0
"Q: This is a customerapp app. On its ActivityPickLocalityNew_ page, it has an input component. The text on this component is 'San Fransisco, Palolem, Canacona, Goa, India'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'ic searchicon'. The text on this component is '%'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'ic delete'. The text on this component is 'p'. 
The purpose of this input component may be 'search edittext'. What is the hint text of this input component?","Search for nearby landmark, locality",Enter a location,0,0,0,0,0
"Q: This is a customerapp app. On its ActivityMerchantStoreSearch page, it has an input component. The text on this component is 'carrot'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'logo'. The text on this component is 'carrot'. 
The purpose of this input component may be 'edit text search'. What is the hint text of this input component?",Search within Sabzi 2 Home - Neb Sarai,Search for products,0.06295853427918728,4.20262166383659e-309,4.20262166383659e-309,4.20262166383659e-309,2.614591671051252e-232
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://www.mavenlink.com/?utm_source=google&utm_term=&utm_campaign=retargeting-us&utm_content=7-day---insights---text&utm_match=&utm_medium=cpc'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0,1.0
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://www.fltplan.com/AwNewUser.exe?a=1'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0,1.0
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://www.fltplan.com/login.htm'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0,1.0
"Q: This is a search app. On its RegisterPage page, it has an input component. The text on this component is 'Jon Brown'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'register submit'. The text on this component is 'Submit'. 
The purpose of this input component may be 'register name'. What is the hint text of this input component?",Enter Your Name,Enter your name,0.3333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.384292958842266e-231
"Q: This is a search app. On its RegisterPage page, it has an input component. The purpose of this input component may be 'register mobile'. What is the hint text of this input component?",Enter Your number,Enter mobile number,0.6666666666666666,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.646211035903463e-231
"Q: This is a search app. On its RegisterPage page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'register submit'. The text on this component is 'Submit'. 
The purpose of this input component may be 'register name'. What is the hint text of this input component?",Enter Your Name,Enter your name,0.3333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.384292958842266e-231
"Q: This is a android app. On its SignUpActivity page, it has an input component. The text on this component is 'Crowd3116'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'password info'. The text on this component is 'Password must be at least 6 characters'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'button sign up submit'. The text on this component is 'Sign Up'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'input field'. The text on this component is 'appcrawler6@gmail.com'. The hint text of this component is 'Email'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'input field'. The text on this component is '94101'. The hint text of this component is 'Zip Code'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'error field'. The text on this component is 'You must have a valid 5 digit U.S. zip code.'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'input field'. The text on this component is '1989'. The hint text of this component is 'Birth Year'. 
The purpose of this input component may be 'input field'. What is the hint text of this input component?",Password,Email,0,0,0,0,0
"Q: This is a android app. On its SignUpActivity page, it has an input component. The text on this component is 'appcrawler6@gmail.com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'password info'. The text on this component is 'Password must be at least 6 characters'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'button sign up submit'. The text on this component is 'Sign Up'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'input field'. The text on this component is 'Crowd3116'. The hint text of this component is 'Password'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'input field'. The text on this component is '94101'. The hint text of this component is 'Zip Code'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'error field'. The text on this component is 'You must have a valid 5 digit U.S. zip code.'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'input field'. The text on this component is '1989'. The hint text of this component is 'Birth Year'. 
The purpose of this input component may be 'input field'. What is the hint text of this input component?",Email,Email Address,0.5,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.5319719891192393e-231
"Q: This is a android app. On its SignUpActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'password info'. The text on this component is 'Password must be at least 6 characters'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'button sign up submit'. The text on this component is 'Sign Up'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'input field'. The text on this component is 'appcrawler6@gmail.com'. The hint text of this component is 'Email'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'input field'. The hint text of this component is 'Zip Code'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'input field'. The hint text of this component is 'Birth Year'. 
The purpose of this input component may be 'input field'. What is the hint text of this input component?",Password,Password,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a android app. On its SignUpActivity page, it has an input component. The text on this component is 'appcrawler6@gmail.com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'password info'. The text on this component is 'Password must be at least 6 characters'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'button sign up submit'. The text on this component is 'Sign Up'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'input field'. The hint text of this component is 'Password'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'input field'. The hint text of this component is 'Zip Code'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'input field'. The hint text of this component is 'Birth Year'. 
The purpose of this input component may be 'input field'. What is the hint text of this input component?",Email,Email Address,0.5,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.5319719891192393e-231
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://bgmonitor.uservoice.com/'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'newtab'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'bookmarks'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0,1.0
"Q: This is a buyer app. On its UserAccountActivity page, it has an input component. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'passwordShowImageView'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'userEmailTextView'. The hint text of this component is 'Email'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'logInButton'. The text on this component is 'Log In'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'privacyTextView'. The text on this component is 'By logging in you agree that we may use the contact information you previously provided to contact you by email, telephone or postal mail in connection with our services, including for marketing purposes, in accordance with our Privacy Statement. You can change your communication preferences in your Profile.'. 
The purpose of this input component may be 'userPasswordTextView'. What is the hint text of this input component?",Password,Password,1.0,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.821831989445342e-231
"Q: This is a buyer app. On its UserAccountActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'logInButton'. The text on this component is 'Log In'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'privacyTextView'. The text on this component is 'By logging in you agree that we may use the contact information you previously provided to contact you by email, telephone or postal mail in connection with our services, including for marketing purposes, in accordance with our Privacy Statement. You can change your communication preferences in your Profile.'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'userPasswordTextView'. The hint text of this component is 'Password'. 
The purpose of this input component may be 'userEmailTextView'. What is the hint text of this input component?",Email,Email Address,0.5,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.5319719891192393e-231
